pathway,pathway_direction,pathway_median_d,pathway_n_reactions,pathway_n_significant,pathway_pct_significant,reaction_id,base_id,reaction_name,cohens_d,p_value,significant,gene_association_raw,genes,n_genes,ec_number,dataset
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11938_pos,MAR11938,Exchange of S-Adenosylmethioninamine,1.0712928580949603,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11940_neg,MAR11940,Exchange of L-Xylulose,-0.3941148097446616,0.799982308851265,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11940_pos,MAR11940,Exchange of L-Xylulose,1.5077545194281639,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11942_neg,MAR11942,Exchange of Xylu_D,0.7775416515796026,0.6348497265950183,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11942_pos,MAR11942,Exchange of Xylu_D,2.0738285275493675,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11945_neg,MAR11945,Exchange of Malonic Dialdehyde,1.091492599765839,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11945_pos,MAR11945,Exchange of Malonic Dialdehyde,2.0103013833515715,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11947_neg,MAR11947,Exchange of Sphingosine,1.3119529367605605,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11947_pos,MAR11947,Exchange of Sphingosine,1.824057744694267,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11949_neg,MAR11949,Exchange of Trans-Hexadec-2-Enoyl Carnitine,1.8495238928629723,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11949_pos,MAR11949,Exchange of Trans-Hexadec-2-Enoyl Carnitine,1.82375538684312,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11951_pos,MAR11951,Exchange of Imidazol-4-Ylacetate,0.6656566368817588,0.6678303236400907,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11952_neg,MAR11952,Exchange of 5-Hydroxytryptophol,1.602524243006478,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11952_pos,MAR11952,Exchange of 5-Hydroxytryptophol,0.5217964677077691,0.7262232526761514,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11953_neg,MAR11953,"Exchange of 5,10-Methylenetetrahydrofolate",0.8735148329444139,0.5842782068709536,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11953_pos,MAR11953,"Exchange of 5,10-Methylenetetrahydrofolate",0.8390651901540314,0.5883865222124219,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11954_pos,MAR11954,Exchange of Protoporphyrin,1.3603128420373372,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11956_neg,MAR11956,Exchange of Ammonioacetone,1.0801834452808934,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11956_pos,MAR11956,Exchange of Ammonioacetone,1.448829325477986,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11957_neg,MAR11957,Exchange of Quinonoid Dihydrobiopterin,-0.8946827112213821,0.59120992866556,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11957_pos,MAR11957,Exchange of Quinonoid Dihydrobiopterin,0.5443332082907126,0.7262232526761514,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11959_neg,MAR11959,Exchange of Sphinganine,1.3817697230609212,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11959_pos,MAR11959,Exchange of Sphinganine,1.4944191501816257,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11961_neg,MAR11961,Exchange of Selenomethionine,0.3899583853488184,0.8069727934130362,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11961_pos,MAR11961,Exchange of Selenomethionine,0.8839946080421331,0.5754087176896728,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11962_pos,MAR11962,Exchange of N(1)-Acetylspermidine,1.428579371821956,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11965_neg,MAR11965,Exchange of Calcitriol,1.38980048581229,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11965_pos,MAR11965,Exchange of Calcitriol,0.3972891450984567,0.8018668218944317,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11967_pos,MAR11967,Exchange of Pristanic Acid,1.1401963529513859,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11969_pos,MAR11969,"Exchange of 12,13-Hydroxyoctadec-9(Z)-Enoate",0.5661301735476431,0.7149940550606444,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11971_pos,MAR11971,"Exchange of 9,10-Hydroxyoctadec-12(Z)-Enoate",0.5661301735476431,0.7149940550606444,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11974_neg,MAR11974,"Exchange of D-Fructose 1,6-Bisphosphate",-0.2742800659566943,0.8652338736112103,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11974_pos,MAR11974,"Exchange of D-Fructose 1,6-Bisphosphate",1.481896781849832,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11975_neg,MAR11975,Exchange of Cocaine,0.1585726841390102,0.9211251896695037,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11978_pos,MAR11978,Exchange of 5-Amino-2-Oxopentanoic Acid,0.2267212284120243,0.9013189025902113,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11987_neg,MAR11987,Exchange of ApoB100,1.1123622363884003,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11987_pos,MAR11987,Exchange of ApoB100,1.401878366409233,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11990_neg,MAR11990,Exchange of Apo C1,1.3394947713048582,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11990_pos,MAR11990,Exchange of Apo C1,1.4220843345524075,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11993_neg,MAR11993,Exchange of Apo C2,1.3531450860382288,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11993_pos,MAR11993,Exchange of Apo C2,1.432827852000694,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11996_neg,MAR11996,Exchange of Apo C3,1.3584083332886707,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11996_pos,MAR11996,Exchange of Apo C3,1.3840607719541826,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11999_neg,MAR11999,Exchange of Apo E,0.9105184788816029,0.59120992866556,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR11999_pos,MAR11999,Exchange of Apo E,1.5050858267567966,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12007_pos,MAR12007,Exchange of Dopamine 4-O-Sulfate,1.152391191793535,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12009_pos,MAR12009,Exchange of Dopamine 4-O-Glucuronide,0.7444468813558107,0.6308658173105564,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12011_pos,MAR12011,Exchange of Dopamine 3-O-Glucuronide,0.7444468813558107,0.6308658173105564,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12026_pos,MAR12026,"Exchange of 4-S-Glutathionyl-5, 6-Dihydroxyindoline",0.9832993251612384,0.5578961486107687,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12028_pos,MAR12028,Exchange of 5-S-Cysteinyldopamine,-0.08609991313775725,0.9541574039189115,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12030_pos,MAR12030,Exchange of 5-S-Glutathionyl-Dopamine,0.7594020096840474,0.6249691454532926,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12032_neg,MAR12032,"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",-0.45543637658805197,0.7545047413576302,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12032_pos,MAR12032,"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",0.7849048930406198,0.6229890164219476,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12034_pos,MAR12034,"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",-0.8000300171051474,0.5956339010807201,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12042_neg,MAR12042,Exchange/Demand Reaction,-0.7900471704857859,0.6143680378588925,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12042_pos,MAR12042,Exchange/Demand Reaction,-1.1526495384497657,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12043_neg,MAR12043,Exchange/Demand Reaction,-0.5664397728507402,0.6961809524302989,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12043_pos,MAR12043,Exchange/Demand Reaction,1.0077191035317565,0.5630795063223192,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12044_neg,MAR12044,Exchange/Demand Reaction,-0.7900471704857859,0.6143680378588925,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12044_pos,MAR12044,Exchange/Demand Reaction,-0.5035680688949195,0.7284398066136978,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12104_neg,MAR12104,Exchange of CMP-N-Acetyl-Beta-Neuraminate,-1.1526495384497657,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12105_neg,MAR12105,Exchange of Gd2,-0.7900471704857859,0.6143680378588925,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12106_neg,MAR12106,Exchange of Gd1A,-0.7900471704857859,0.6143680378588925,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12114_pos,MAR12114,"Exchange of 3, 4-Dihydroxyphenylethanol",0.19341212405015626,0.9199219471317187,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12127_neg,MAR12127,Exchange of 1-Phosphatidyl-1D-Myo-Inositol,0.9210506400510249,0.5734582199320144,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12127_pos,MAR12127,Exchange of 1-Phosphatidyl-1D-Myo-Inositol,1.1262725280979011,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12128_neg,MAR12128,"Exchange of (12S)-12-hydroxyheptadeca-5,8,10-trienoic acid (12S-HHT)",1.091492599765839,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12128_pos,MAR12128,"Exchange of (12S)-12-hydroxyheptadeca-5,8,10-trienoic acid (12S-HHT)",2.0103013833515715,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12129_neg,MAR12129,Exchange of 5-S-Glutathionyl-L-Dopa,-3.1530962718730757,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12129_pos,MAR12129,Exchange of 5-S-Glutathionyl-L-Dopa,0.9930623826059781,0.559333126181422,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12130_neg,MAR12130,Exchange of 5-S-Cysteinylglycine Dopa,-1.1616740529044753,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12130_pos,MAR12130,Exchange of 5-S-Cysteinylglycine Dopa,0.8210044035257206,0.6056542218850293,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12131_neg,MAR12131,Exchange of 5-S-Cysteinyldopa,-0.44966271653276424,0.7607749566123106,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12131_pos,MAR12131,Exchange of 5-S-Cysteinyldopa,0.43870069444542037,0.767056032100639,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12132_neg,MAR12132,Exchange of Galactosyl Glucosyl Ceramide,0.2695793247558062,0.867595022115171,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12132_pos,MAR12132,Exchange of Galactosyl Glucosyl Ceramide,-0.4850483296633314,0.7351341964433503,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12133_neg,MAR12133,Exchange of Gibberellin A1,1.18267041284932,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12133_pos,MAR12133,Exchange of Gibberellin A1,1.2721644129953311,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12136_neg,MAR12136,Exchange of Ganglioside Gm1,-0.08497873725166023,0.9559613215334332,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12136_pos,MAR12136,Exchange of Ganglioside Gm1,1.2852457097860845,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12137_neg,MAR12137,Exchange of Gm1B,-0.7900471704857859,0.6143680378588925,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12137_pos,MAR12137,Exchange of Gm1B,1.3001534683290943,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12138_neg,MAR12138,Exchange of Gd1B,-0.7900471704857859,0.6143680378588925,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12138_pos,MAR12138,Exchange of Gd1B,1.328428413921317,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12139_neg,MAR12139,Exchange of Gt1B,-0.7900471704857859,0.6143680378588925,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12139_pos,MAR12139,Exchange of Gt1B,1.4343854718340152,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12141_pos,MAR12141,Exchange of Nicotinamide Adenine Dinucleotide - Reduced,1.4720512667387753,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12199_pos,MAR12199,EX_3dhcdchol(e),0.6101847809716443,0.6864917292531636,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12200_pos,MAR12200,EX_3dhchol(e),0.3469468118488894,0.8318754582651482,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12201_pos,MAR12201,EX_3dhdchol(e),0.21754208842284392,0.9038987481575164,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12202_pos,MAR12202,EX_3dhlchol(e),-0.8443568325024523,0.5977912699864473,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12205_pos,MAR12205,EX_ca24g(e),0.7726774849030906,0.6366798512778182,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12206_pos,MAR12206,EX_ca3s(e),0.8287714782121518,0.6075857341283485,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12207_pos,MAR12207,EX_cdca24g(e),1.0400528900397608,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12208_pos,MAR12208,EX_cdca3g(e),1.0709407717126997,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12210_pos,MAR12210,EX_dca24g(e),0.9927360027249528,0.569058746921224,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12211_pos,MAR12211,EX_dca3g(e),0.9927360027249528,0.569058746921224,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12212_pos,MAR12212,EX_dca3s(e),0.9208364672431001,0.581342541659343,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12213_pos,MAR12213,EX_gca3s(e),0.8791577387714785,0.5900309318036214,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12214_pos,MAR12214,EX_gcdca3s(e),1.1414644534216447,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12215_pos,MAR12215,EX_gdca3s(e),0.8907065259321594,0.585798777913787,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12216_pos,MAR12216,EX_gudca3s(e),1.137783285365666,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12217_pos,MAR12217,EX_hca24g(e),0.8900485393753101,0.5831397628207025,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12218_pos,MAR12218,EX_hca6g(e),0.9479253414062387,0.5618519735051601,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12219_pos,MAR12219,EX_hdca24g(e),0.11621216056049515,0.9359993940925573,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12220_pos,MAR12220,EX_hdca6g(e),0.16668437278914675,0.9211251896695037,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12221_neg,MAR12221,EX_hyochol(e),-0.059987263685620754,0.9692868534961244,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12221_pos,MAR12221,EX_hyochol(e),0.6461027484509904,0.6799150861074186,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12224_pos,MAR12224,EX_lca24g(e),1.0062146030647807,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12225_pos,MAR12225,EX_lca3g(e),1.0062146030647807,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12226_pos,MAR12226,EX_lca3s(e),-0.19276135500480066,0.9161425486172694,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12227_pos,MAR12227,EX_tca3s(e),0.9773671150505943,0.5610793413920591,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12228_pos,MAR12228,EX_tcdca3s(e),1.2358931886250761,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12229_pos,MAR12229,EX_tdca3s(e),1.1882213633378906,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12230_pos,MAR12230,EX_thyochol(e),0.8310420572713509,0.6000336707776119,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12231_pos,MAR12231,EX_tudca3s(e),1.1825225955000211,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12233_pos,MAR12233,EX_udca3s(e),0.9674473916036083,0.559333126181422,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12575_pos,MAR12575,exchange reaction for 12-hydroxy tacrolimus in intestinal lumen,6.596288632421033,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12576_pos,MAR12576,"exchange reaction for 13,31-O-Didesmethyl-tacrolimus in hepatic vein",2.005263666646679,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12577_neg,MAR12577,exchange reaction for 13-O-desmethyl tacrolimus in intestinal lumen,1.8289819253732058,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12577_pos,MAR12577,exchange reaction for 13-O-desmethyl tacrolimus in intestinal lumen,1.8289819253732058,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12578_pos,MAR12578,"exchange reaction for 1,4-Dihydroxy-midazolam in hepatic vein",4.598980704131031,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12579_pos,MAR12579,"exchange reaction for 13,15-O-didesmethyl tacrolimus in intestinal lumen",2.005263666646679,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12580_pos,MAR12580,"exchange reaction for 15, 31-O-Didesmethyl-tacrolimus in hepatic vein",2.005263666646679,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12581_neg,MAR12581,exchange reaction for 15-O-desmethyl tacrolimus in intestinal lumen,1.8289819253732058,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12581_pos,MAR12581,exchange reaction for 15-O-desmethyl tacrolimus in intestinal lumen,1.8289819253732058,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12582_neg,MAR12582,exchange reaction for 1-hydroxy-ibuprofen in hepatic vein,1.9313443862489204,0.5556320779987349,False,No genes,,0,No EC,CD8
Exchange/demand reactions,CD8_CD5_hi,0.9874988993723006,2381,0,0.0,MAR12582_pos,MAR12582,exchange reaction for 1-hydroxy-ibuprofen in hepatic vein,1.0899007456919338,0.5556320779987349,False,No genes,,0,No EC,CD8
