pathway,pathway_direction,pathway_median_d,reaction_id,reaction_name,cohens_d,p_value,significant,genes,n_genes,ec_number
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01063_pos,No name available,1.2473184008714102,0.06965583282873238,False,Alox12,1,1.13.11.31
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01064_pos,Arachidonate: oxygen 11-oxidoreductase,1.2473184008714102,0.06965583282873238,False,Alox12,1,1.13.11.31
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01065_pos,No name available,1.2473184008714102,0.06965583282873238,False,Aasdh; Acaa1a; Acaa1b; Acaa2; Acot1; Acot2; Acot4; Acot7; Acot8; Acox1; Acox3; Acsf2; Acsf3; Amacr; Baat; Echs1; Hadh; Hadha; Hadhb; Hsd17b10; Hsd17b4; Slc27a1; Slc27a2; Slc27a3; Slc27a4,25,1.1.1.35;1.3.3.6;2.3.1.154;2.3.1.16;3.1.2.2;4.2.1.17;5.1.99.4;6.2.1.-
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01066_pos,No name available,1.2473184008714102,0.06965583282873238,False,Aasdh; Acaa1a; Acaa1b; Acaa2; Acot1; Acot2; Acot4; Acot7; Acot8; Acox1; Acox3; Acsf2; Acsf3; Amacr; Baat; Echs1; Hadh; Hadha; Hadhb; Hsd17b10; Hsd17b4; Slc27a1; Slc27a2; Slc27a3; Slc27a4,25,1.1.1.35;1.3.3.6;2.3.1.154;2.3.1.16;3.1.2.2;4.2.1.17;5.1.99.4;6.2.1.-
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01067_pos,No name available,1.2473184008714102,0.06965583282873238,False,Aasdh; Acaa1a; Acaa1b; Acaa2; Acot1; Acot2; Acot4; Acot7; Acot8; Acox1; Acox3; Acsf2; Acsf3; Amacr; Baat; Echs1; Hadh; Hadha; Hadhb; Hsd17b10; Hsd17b4; Slc27a1; Slc27a2; Slc27a3; Slc27a4,25,1.1.1.35;1.3.3.6;2.3.1.154;2.3.1.16;3.1.2.2;4.2.1.17;5.1.99.4;6.2.1.-
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01068_pos,No name available,1.2473184008714102,0.06965583282873238,False,Aasdh; Acaa1a; Acaa1b; Acaa2; Acot1; Acot2; Acot4; Acot7; Acot8; Acox1; Acox3; Acsf2; Acsf3; Amacr; Baat; Echs1; Hadh; Hadha; Hadhb; Hsd17b10; Hsd17b4; Slc27a1; Slc27a2; Slc27a3; Slc27a4,25,1.1.1.35;1.3.3.6;2.3.1.154;2.3.1.16;3.1.2.2;4.2.1.17;5.1.99.4;6.2.1.-
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01069_pos,No name available,1.2473184008714102,0.06965583282873238,False,Aasdh; Acaa1a; Acaa1b; Acaa2; Acot1; Acot2; Acot4; Acot7; Acot8; Acox1; Acox3; Acsf2; Acsf3; Amacr; Baat; Echs1; Hadh; Hadha; Hadhb; Hsd17b10; Hsd17b4; Slc27a1; Slc27a2; Slc27a3; Slc27a4,25,1.1.1.35;1.3.3.6;2.3.1.154;2.3.1.16;3.1.2.2;4.2.1.17;5.1.99.4;6.2.1.-
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01070_pos,No name available,1.2473184008714102,0.06965583282873238,False,Aasdh; Acaa1a; Acaa1b; Acaa2; Acot1; Acot2; Acot4; Acot7; Acot8; Acox1; Acox3; Acsf2; Acsf3; Amacr; Baat; Echs1; Hadh; Hadha; Hadhb; Hsd17b10; Hsd17b4; Slc27a1; Slc27a2; Slc27a3; Slc27a4,25,1.1.1.35;1.3.3.6;2.3.1.154;2.3.1.16;3.1.2.2;4.2.1.17;5.1.99.4;6.2.1.-
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01071_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01072_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01073_pos,No name available,1.2473184008714102,0.06965583282873238,False,Alox12,1,1.13.11.31
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01074_pos,No name available,1.2473184008714102,0.06965583282873238,False,Hsd17b12; Ptgr1; Tecrl,3,1.3.1.-
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01075_pos,No name available,-0.17604566765181778,1.0,False,Alox5,1,1.13.11.34
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR01077_pos,No name available,-0.08096156609053069,0.9177033047207391,False,Alox5,1,1.13.11.34
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03015_pos,No name available,1.247318400871393,0.06965583282873238,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat; Egfl8; Ppt1; Ppt2,9,3.1.2.2;3.1.2.22
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03886_neg,Carbonyl Reductase (NADPH),-1.381185646664345,0.06965583282873238,False,Cbr1; Cbr3,2,1.1.1.184
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03886_pos,Carbonyl Reductase (NADPH),-0.9378157411124944,0.12740389581935602,False,Cbr1; Cbr3,2,1.1.1.184
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03887_neg,Carbonyl Reductase (NADPH),-1.584181853893437,0.04554114038133258,True,Dhrs4,1,1.1.1.184
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03894_pos,Carbonyl Reductase (NADPH),-1.584181853893437,0.04554114038133258,True,Dhrs4,1,1.1.1.184
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03909_pos,Leukotriene-B4 20-Monooxygenase,1.1236625932585347,0.08668985278367534,False,,0,1.14.13.30
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03932_pos,Arachidonate 12-Lipoxygenase,-1.381185646664345,0.06965583282873238,False,Alox12,1,1.13.11.31
Arachidonic acid metabolism,CD5 hi,1.2473184008714102,MAR03934_pos,Arachidonate 12-Lipoxygenase,-1.584181853893437,0.04554114038133258,True,,0,1.13.11.31
Carnitine shuttle (peroxisomal),CD5 hi,0.34554154176892315,MAR03028_pos,palmitoyl-CoA:L-carnitine O-palmitoyltransferase,-4.2132420727903925,0.0016069986658221952,True,Cpt1a; Cpt1b; Cpt1c,3,2.3.1.21
Carnitine shuttle (peroxisomal),CD5 hi,0.34554154176892315,MAR03030_neg,Acetyl-CoA:carnitine O-acetyltransferase,0.15317577732006557,0.8608725380680741,False,Crat,1,2.3.1.7
Carnitine shuttle (peroxisomal),CD5 hi,0.34554154176892315,MAR03030_pos,Acetyl-CoA:carnitine O-acetyltransferase,0.15317577732006557,0.8608725380680741,False,Crat,1,2.3.1.7
Carnitine shuttle (peroxisomal),CD5 hi,0.34554154176892315,MAR03034_neg,Octanoyl-CoA:L-carnitine O-octanoyltransferase,0.5827890726615192,0.1016320232379835,False,Crot,1,2.3.1.137
Carnitine shuttle (peroxisomal),CD5 hi,0.34554154176892315,MAR03034_pos,Octanoyl-CoA:L-carnitine O-octanoyltransferase,0.5827890726615192,0.1016320232379835,False,Crot,1,2.3.1.137
Carnitine shuttle (peroxisomal),CD5 hi,0.34554154176892315,MAR03037_neg,No name available,0.34554154176892315,0.5862778227443934,False,Crat,1,2.3.1.137
Carnitine shuttle (peroxisomal),CD5 hi,0.34554154176892315,MAR03037_pos,No name available,0.34554154176892315,0.5862778227443934,False,Crat,1,2.3.1.137
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR03965_pos,No name available,-0.9243547099978623,0.18488732561303578,False,Dut,1,3.6.1.23
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR03966_pos,ATP diphosphohydrolase (diphosphate-forming),-2.449591649979044,0.002268703998807805,True,Itpa,1,3.6.1.19
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR03967_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR03967_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR03968_neg,ATP:dUMP phosphotransferase,-0.923734542097907,0.22140435206212575,False,Dtymk,1,2.7.4.9
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR03968_pos,ATP:dUMP phosphotransferase,0.39974015874933955,0.45796136522773573,False,Dtymk,1,2.7.4.9
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR03999_pos,ADP phosphohydrolase,0.12777998987329112,0.8608725380680741,False,Entpd1; Entpd3; Entpd8,3,3.6.1.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04024_neg,ATP:CMP phosphotransferase,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14;2.7.4.25
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04024_pos,ATP:CMP phosphotransferase,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14;2.7.4.25
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04026_neg,ATP:CMP phosphotransferase,0.3119766712281145,0.18488732561303578,False,Cmpk2,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04026_pos,ATP:CMP phosphotransferase,0.3119766712281145,0.18488732561303578,False,Cmpk2,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04054_pos,ATP:thymidine 5'-phosphotransferase,1.1906693887697415,0.12740389581935602,False,Tk1,1,2.7.1.21
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04061_pos,UTP phosphohydrolase,-0.2225256015967258,0.9976381737739769,False,Entpd1; Entpd3; Entpd8,3,3.6.1.39;3.6.1.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04180_pos,ATP:cytidine 5'-phosphotransferase,-0.769053342370507,0.3481295153357081,False,Uck1; Uck2; Uckl1,3,2.7.1.48
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04185_pos,ATP:sulfate adenylyltransferase,-1.1173202721042734,0.1016320232379835,False,Papss1; Papss2,2,2.7.7.4
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04186_pos,ATP:adenylylsulfate 3'-phosphotransferase,-1.197090172801287,0.05742382212749098,False,Papss1; Papss2,2,2.7.1.25
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04342_pos,IDP phosphohydrolase,0.8436534455313115,0.15296717596056003,False,Cant1; Entpd1; Entpd2; Entpd3; Entpd4; Entpd5; Entpd6; Entpd8,8,3.6.1.5;3.6.1.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04344_neg,"5,6-dihydrouracil:NAD+ oxidoreductase",0.029649687189676845,0.9976381737739769,False,,0,1.3.1.1
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04344_pos,"5,6-dihydrouracil:NAD+ oxidoreductase",-0.06857877309737762,0.7245685280064822,False,,0,1.3.1.1
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04483_pos,ATP:thymidine 5'-phosphotransferase,-1.648108100563243,0.04554114038133258,True,Tk2,1,2.7.1.21
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04507_pos,dCMP aminohydrolase,-0.03886418880786063,0.9177033047207391,False,Dctd,1,3.5.4.12
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04516_pos,dCDP nucleotidohydrolase,-0.2273939571143093,0.6615256091011786,False,Dctpp1,1,3.6.1.12
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04601_pos,ATP:deoxyguanosine 5'-phosphotransferase,-1.131087067869507,0.1016320232379835,False,Dguok,1,2.7.1.113
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04633_pos,ATP:deoxyadenosine 5'-phosphotransferase,-0.9928911851324821,0.18488732561303578,False,Ada,1,2.7.1.76;2.7.1.76
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04640_pos,ATP:dUMP phosphotransferase,0.39974015874933955,0.45796136522773573,False,Dtymk,1,2.7.4.4;2.7.4.9
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04641_pos,ATP:deoxyuridine 5'-phosphotransferase,1.1122320413869982,0.12740389581935602,False,Tk1,1,2.7.1.21
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04680_neg,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase,-0.2261447259750312,0.7245685280064822,False,Upp1; Upp2,2,2.4.2.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04680_pos,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase,-0.3511051702251208,0.7961139316414563,False,Upp1; Upp2,2,2.4.2.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR04806_pos,10-formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase,-0.3599094235599697,0.5197673762262658,False,Gart,1,2.1.2.2
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR05394_pos,Guanosine aminohydrolase,-0.6347922874021146,0.30205435025420324,False,,0,3.5.4.15
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR06625_pos,ATP:deoxyuridine 5'-phosphotransferase,-2.075425964769774,0.008888808630577514,True,Tk2,1,2.7.1.21
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR06626_pos,2'-deoxyuridine 5'-monophosphate phosphohydrolase,-2.075425964769774,0.008888808630577514,True,Nt5c; Nt5m,2,3.1.3.-
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07160_pos,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,-1.283994400295206,0.1016320232379835,False,Pola1; Pola2; Polb; Pold1; Pold2; Pold3; Pold4; Pole; Pole2; Pole3; Pole4; Polg; Polg2; Polh; Poli; Polk; Poll; Polm; Poln; Polq; Rev3l; Rfc5; Tent4a,23,2.7.7.7
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07161_pos,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),-1.184719024755884,0.06965583282873238,False,Mtpap; Papola; Papolb; Papolg; Polr1a; Polr1b; Polr1c; Polr1d; Polr1e; Polr1h; Polr2a; Polr2b; Polr2c; Polr2d; Polr2e; Polr2f; Polr2g; Polr2h; Polr2i; Polr2j; Polr2k; Polr2l; Polr3a; Polr3b; Polr3c; Polr3d; Polr3e; Polr3f; Polr3g; Polr3gl; Polr3h; Polr3k; Polrmt; Tent2; Tut1; Tut4; Tut7,37,2.7.7.6;2.7.7.19;2.7.7.52
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07162_pos,No name available,-1.184719024755884,0.06965583282873238,False,Mtpap; Papola; Papolb; Papolg; Polr1a; Polr1b; Polr1c; Polr1d; Polr1e; Polr1h; Polr2a; Polr2b; Polr2c; Polr2d; Polr2e; Polr2f; Polr2g; Polr2h; Polr2i; Polr2j; Polr2k; Polr2l; Polr3a; Polr3b; Polr3c; Polr3d; Polr3e; Polr3f; Polr3g; Polr3gl; Polr3h; Polr3k; Polrmt; Tent2; Tut1; Tut4; Tut7,37,2.7.7.8
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07163_pos,No name available,-1.283994400295206,0.1016320232379835,False,Rad1; Rad9a; Trex1; Trex2,4,3.1.11.2
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07164_pos,No name available,-1.3732453546458654,0.04554114038133258,True,Rad1; Rad9a; Trex1; Trex2,4,3.1.11.2
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07713_pos,adenosine 5'-monophosphate phosphohydrolase,-0.5410996455659886,0.5862778227443934,False,Nt5c; Nt5c1a; Nt5c1b; Nt5c2; Nt5c3; Nt5c3b; Nt5e; Nt5m,8,3.1.3.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07716_pos,uridine 5'-monophosphate phosphohydrolase,-0.6707779528164723,0.39819663330744326,False,Nt5c; Nt5c1a; Nt5c1b; Nt5c2; Nt5c3; Nt5c3b; Nt5e; Nt5m,8,3.1.3.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07721_pos,cytidine-5'-monophosphate phosphohydrolase,-0.6582560092971804,0.39819663330744326,False,Nt5c; Nt5c1a; Nt5c1b; Nt5c2; Nt5c3; Nt5c3b; Nt5e; Nt5m,8,3.1.3.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07725_pos,thymidylate 5'-phosphohydrolase,1.117101331432356,0.12740389581935602,False,Nt5c; Nt5c1a; Nt5c1b; Nt5c2; Nt5c3; Nt5c3b; Nt5e; Nt5m,8,3.1.3.-
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07728_pos,guanosine 5'-monophosphate phosphohydrolase,-0.6112384764042187,0.30205435025420324,False,Nt5c; Nt5c1a; Nt5c1b; Nt5c2; Nt5c3; Nt5c3b; Nt5e; Nt5m,8,3.1.3.5
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07800_neg,No name available,1.2656079975374877,0.06965583282873238,False,Ak5,1,2.7.4.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07800_pos,No name available,1.2656079975374877,0.06965583282873238,False,Ak5,1,2.7.4.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07801_neg,No name available,1.4850244817798932,0.04554114038133258,True,Ak3,1,2.7.4.10
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07801_pos,No name available,1.4850244817798932,0.04554114038133258,True,Ak3,1,2.7.4.10
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07802_neg,No name available,0.5676742136137524,0.1016320232379835,False,Ak5,1,2.7.4.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07802_pos,No name available,0.5676742136137524,0.1016320232379835,False,Ak5,1,2.7.4.3
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07863_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07863_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07864_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07864_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07865_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07865_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07866_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07866_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07867_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07867_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07868_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07868_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07869_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07869_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07870_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07870_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07871_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07871_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07872_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07872_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07873_neg,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07873_pos,No name available,0.24575316067611472,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07874_neg,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07874_pos,No name available,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07875_neg,ATP:UMP phosphotransferase,0.3119766712281145,0.18488732561303578,False,Cmpk2,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07875_pos,ATP:UMP phosphotransferase,0.3119766712281145,0.18488732561303578,False,Cmpk2,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07876_neg,ATP:UMP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07876_pos,ATP:UMP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Cmpk1,1,2.7.4.14
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07878_neg,ATP:dIDP phosphotransferase,1.9497679897621794,0.03539392365359216,True,Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,6,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07878_pos,ATP:dIDP phosphotransferase,1.0351126822333072,0.1016320232379835,False,Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,6,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07879_pos,No name available,0.6977965794689391,0.22140435206212575,False,Itpa,1,3.6.1.19
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07880_pos,No name available,0.6977965794689391,0.22140435206212575,False,Nt5c,1,3.1.3.-
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07881_neg,ATP:dIDP phosphotransferase,1.0351126822333072,0.1016320232379835,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07881_pos,ATP:dIDP phosphotransferase,1.9497679897621794,0.03539392365359216,True,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07882_neg,ATP:GDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07882_pos,ATP:GDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07883_neg,ATP:UDP phosphotransferase,1.68780477825625,0.02544117621722943,True,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07883_pos,ATP:UDP phosphotransferase,1.68780477825625,0.02544117621722943,True,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07884_neg,ATP:UDP phosphotransferase,0.01612009787727076,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07884_pos,ATP:UDP phosphotransferase,0.01612009787727076,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07885_neg,ATP:CDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07885_pos,ATP:CDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07886_neg,ATP:dTDP phosphotransferase,0.4429093969857532,0.15296717596056003,False,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07886_pos,ATP:dTDP phosphotransferase,0.6961864521580484,0.5197673762262658,False,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07887_neg,ATP:dTDP phosphotransferase,0.47192088374838265,0.15296717596056003,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07887_pos,ATP:dTDP phosphotransferase,0.47192088374838265,0.15296717596056003,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07888_neg,ATP:dGDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07888_pos,ATP:dGDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07889_neg,ATP:dUDP phosphotransferase,-1.0227113368834626,0.12740389581935602,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07889_pos,ATP:dUDP phosphotransferase,-1.3171503860391376,0.08668985278367534,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07890_neg,ATP:dCDP phosphotransferase,1.443020536463932,0.03539392365359216,True,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07890_pos,ATP:dCDP phosphotransferase,0.6961864521580484,0.5197673762262658,False,Ak9; Nme1; Nme2; Nme3; Nme4; Nme6; Nme7,7,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07891_neg,ATP:dCDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07891_pos,ATP:dCDP phosphotransferase,0.28175373622327593,0.9697593644218446,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07892_neg,ATP:dADP phosphotransferase,0.47192088374838265,0.15296717596056003,False,Nme1; Nme2,2,2.7.4.6
Nucleotide metabolism,CD5 hi,0.28175373622327593,MAR07892_pos,ATP:dADP phosphotransferase,0.47192088374838265,0.15296717596056003,False,Nme1; Nme2,2,2.7.4.6
